flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
3366,9.4,166,125,41,0.15,0,198
3367,5.92,142,125,17,0.18,0,171
3368,9.69,86,80,6,0.21,0,109
3369,7.8,245,203,42,0.22,0,277
3370,2.24,253,191,62,0.17,0,274
3371,2.72,75,58,17,0.07,0,84
3372,5.81,299,220,79,0.28,0,341
3373,5.37,238,172,66,0.21,0,259
3374,9.18,269,250,19,0.07,0,300
3375,8.23,116,102,14,0.1,1,146
3376,6.49,133,133,0,0.28,1,180
3377,4.54,251,185,66,0.27,1,282
3378,3.5,229,219,10,0.12,0,254
3379,7.33,67,50,17,0.01,0,92
3380,5.66,230,208,22,0.01,0,234
3381,6.66,240,214,26,0.09,0,272
3382,2.88,230,228,2,0.19,0,260
3383,8.29,294,266,28,0.18,0,336
3384,10.38,76,56,20,0.19,0,103
3385,3.84,80,80,0,0.22,0,97
3386,7.42,268,236,32,0.01,1,278
3387,11.73,155,154,1,0.03,0,182
3388,4.67,178,159,19,0.11,0,198
3389,7.55,55,53,2,0.05,0,81
3390,1.99,60,56,4,0.02,0,60
3391,7.67,211,156,55,0.19,0,236
3392,3.81,280,244,36,0.24,1,318
3393,11.63,261,240,21,0.23,1,311
3394,8.87,240,198,42,0.25,0,285
3395,10.09,230,221,9,0.2,1,276
3396,9.34,262,242,20,0.22,1,302
3397,8.31,262,220,42,0.08,1,288
3398,7.05,67,63,4,0.3,1,92
3399,10.44,70,56,14,0.05,0,101
3400,11.53,68,58,10,0.06,0,96
3401,6.49,53,41,12,0.09,0,66
3402,11.25,126,91,35,0.29,0,166
3403,8.25,259,251,8,0.3,1,324
3404,6.92,165,149,16,0.24,0,209
3405,7.09,206,187,19,0.19,1,243
3406,4.88,74,71,3,0.16,1,89
3407,3.03,233,177,56,0.29,1,264
3408,5.17,126,98,28,0.21,1,147
3409,6.61,240,206,34,0.28,0,283
3410,5.18,204,172,32,0.09,0,219
3411,5.93,237,233,4,0.1,0,259
3412,11.79,260,217,43,0.26,0,320
3413,4.85,98,75,23,0.04,0,112
3414,5.97,114,95,19,0.28,0,142
3415,4.2,215,198,17,0.15,1,245
3416,1.53,132,106,26,0.28,0,153
3417,9.53,229,205,24,0.1,0,254
3418,7.28,50,42,8,0.21,0,71
3419,9.37,217,186,31,0.14,0,257
3420,2.65,130,116,14,0.19,0,145
3421,8.15,70,55,15,0.15,1,90
3422,3.79,135,100,35,0.29,0,161
3423,5.05,64,64,0,0.21,1,82
3424,1.13,99,72,27,0.08,0,104
3425,4.17,280,238,42,0.27,1,320
3426,4.4,97,77,20,0.09,0,105
3427,2.29,280,209,71,0.11,0,284
3428,11.84,209,180,29,0.03,0,228
3429,5.78,98,74,24,0.27,1,116
3430,2.43,245,232,13,0.09,0,263
3431,3.19,157,150,7,0.08,0,176
3432,8.29,94,76,18,0.28,1,122
3433,3.58,81,60,21,0.24,1,89
3434,10.49,181,133,48,0.04,0,207
3435,11.65,294,238,56,0.23,1,352
3436,3.71,242,204,38,0.27,0,280
3437,5.95,146,132,14,0.02,0,153
3438,1.24,248,176,72,0.25,0,271
3439,8.77,250,227,23,0.16,1,291
3440,6.73,242,188,54,0.2,1,277
3441,3.97,129,109,20,0.15,0,146
3442,3.28,195,160,35,0.21,0,213
3443,8.19,103,91,12,0.01,0,120
3444,6.75,176,126,50,0.23,1,210
3445,4.62,224,186,38,0.01,1,231
3446,8.58,183,132,51,0.14,0,201
3447,8.09,115,115,0,0.05,1,147
3448,10.73,186,155,31,0.25,1,236
3449,2.29,245,193,52,0.09,0,260
3450,9.64,158,123,35,0.14,0,192
3451,8.41,72,53,19,0.13,0,90
3452,2.27,295,295,0,0.23,0,337
3453,8.64,156,156,0,0.14,0,192
3454,5.86,286,246,40,0.24,0,321
3455,11.5,220,219,1,0.02,1,245
3456,2.56,100,71,29,0.06,0,108
3457,8.07,121,113,8,0.17,0,154
3458,5.2,152,131,21,0.28,0,194
3459,11.52,202,199,3,0.02,0,231
3460,4.63,129,109,20,0.01,0,129
3461,11.58,212,188,24,0.05,0,241
3462,10.92,194,192,2,0.19,0,244
3463,3.97,67,61,6,0.12,0,78
3464,9.84,204,181,23,0.25,0,251
3465,11.95,192,135,57,0.02,0,210
3466,5.27,130,122,8,0.06,1,152
3467,5.8,156,131,25,0.09,0,177
3468,6.72,118,84,34,0.19,0,136
3469,5.65,129,99,30,0.21,1,149
3470,1.17,192,135,57,0.04,0,184
3471,3.42,91,65,26,0.28,0,98
3472,5.54,287,245,42,0.1,1,303
3473,5.88,83,66,17,0.21,0,95
3474,2.88,97,94,3,0.16,0,117
3475,10.86,260,226,34,0.07,1,295
3476,9.34,185,141,44,0.25,1,222
3477,3.77,288,245,43,0.25,1,326
3478,8.15,187,148,39,0.12,0,217
3479,8.19,54,42,12,0.18,0,81
3480,11.52,165,153,12,0.08,0,209
3481,1.03,225,166,59,0.21,0,241
3482,3.73,166,144,22,0.09,0,186
3483,11.21,203,191,12,0.25,0,255
3484,11.39,263,195,68,0.07,1,287
3485,8.93,157,138,19,0.0,0,179
3486,9.42,72,56,16,0.08,0,98
3487,2.01,111,93,18,0.06,0,113
3488,6.65,62,55,7,0.15,0,78
3489,3.55,186,141,45,0.06,0,192
3490,2.99,290,240,50,0.23,0,312
3491,9.91,69,61,8,0.07,0,94
3492,2.49,141,137,4,0.21,0,157
3493,7.22,157,115,42,0.17,1,178
3494,11.45,234,232,2,0.3,1,294
3495,3.04,278,207,71,0.3,0,317
3496,11.76,201,180,21,0.26,0,255
3497,11.95,157,127,30,0.23,1,200
3498,8.0,82,60,22,0.12,1,101
3499,2.87,197,189,8,0.23,0,231
3500,5.84,237,197,40,0.29,1,283
3501,5.67,225,174,51,0.01,0,230
3502,5.78,113,88,25,0.16,1,139
3503,5.53,79,67,12,0.07,1,93
3504,11.69,157,128,29,0.17,0,195
3505,4.38,122,95,27,0.14,1,134
3506,9.07,158,119,39,0.17,0,185
3507,3.0,290,224,66,0.17,1,306
3508,7.56,194,174,20,0.29,0,241
3509,11.24,149,105,44,0.17,1,183
3510,4.17,63,55,8,0.25,0,75
3511,3.04,68,68,0,0.1,0,82
3512,8.17,120,107,13,0.13,0,155
3513,9.41,108,104,4,0.14,1,135
3514,9.19,244,236,8,0.08,1,272
3515,5.87,146,134,12,0.11,1,167
3516,5.27,93,92,1,0.18,1,122
3517,11.52,209,166,43,0.17,0,245
3518,11.16,160,157,3,0.19,0,212
3519,6.03,60,57,3,0.11,0,73
3520,10.31,155,151,4,0.09,0,188
3521,5.98,51,51,0,0.18,0,63
3522,5.67,267,246,21,0.04,0,278
3523,2.72,174,145,29,0.08,0,181
3524,5.69,245,175,70,0.01,0,248
3525,6.91,194,144,50,0.02,0,210
3526,1.25,258,191,67,0.07,0,254
3527,7.0,269,255,14,0.01,1,288
3528,10.03,143,132,11,0.07,1,165
3529,9.12,217,213,4,0.2,1,266
3530,7.99,264,203,61,0.02,0,281
3531,11.01,223,219,4,0.13,0,270
3532,3.16,265,221,44,0.27,1,306
3533,7.13,142,132,10,0.24,0,175
3534,9.66,53,50,3,0.09,0,81
3535,6.95,215,152,63,0.28,0,250
3536,4.56,112,87,25,0.1,0,124
3537,2.5,78,59,19,0.02,0,78
3538,10.76,68,57,11,0.3,0,105
3539,6.18,140,104,36,0.26,0,169
3540,10.66,78,63,15,0.14,0,113
3541,7.44,297,213,84,0.2,0,331
3542,9.07,277,254,23,0.2,1,328
3543,9.85,212,175,37,0.06,0,232
3544,8.25,165,131,34,0.06,0,191
3545,6.58,119,105,14,0.14,1,140
3546,6.65,172,127,45,0.27,0,193
3547,9.83,72,51,21,0.0,0,91
3548,5.11,280,239,41,0.23,0,320
3549,5.27,95,84,11,0.02,0,108
3550,2.05,221,190,31,0.14,0,226
3551,11.23,225,168,57,0.19,1,265
3552,2.0,229,185,44,0.21,0,250
3553,8.13,57,57,0,0.02,0,74
3554,5.55,232,195,37,0.13,0,257
3555,5.46,115,115,0,0.18,0,139
3556,8.48,254,195,59,0.02,0,257
3557,1.74,217,196,21,0.04,0,225
3558,7.53,298,256,42,0.2,0,340
3559,9.49,262,200,62,0.16,0,302
3560,10.11,208,206,2,0.05,0,234
3561,2.88,293,280,13,0.16,0,320
3562,11.08,225,199,26,0.27,1,284
3563,8.22,149,139,10,0.0,0,163
3564,10.7,110,99,11,0.19,0,151
3565,6.34,161,113,48,0.02,0,175
3566,7.88,101,76,25,0.0,1,118
3567,11.11,215,158,57,0.05,0,236
3568,10.9,268,193,75,0.13,0,295
3569,7.03,85,77,8,0.24,1,108
3570,5.47,161,147,14,0.08,1,180
3571,5.32,136,127,9,0.19,0,147
3572,5.27,232,175,57,0.12,0,245
3573,5.58,134,107,27,0.07,1,144
3574,5.42,62,58,4,0.15,1,75
3575,10.75,214,190,24,0.24,1,263
3576,1.77,96,82,14,0.25,0,103
3577,8.45,139,117,22,0.25,0,180
3578,2.9,281,207,74,0.1,0,293
3579,6.1,248,220,28,0.24,1,295
3580,1.68,287,209,78,0.06,0,282
3581,3.97,280,243,37,0.22,0,315
3582,9.92,71,56,15,0.28,1,107
3583,10.74,216,156,60,0.0,0,231
3584,4.99,264,193,71,0.13,1,277
3585,6.1,107,106,1,0.19,0,133
3586,6.17,79,75,4,0.21,0,101
3587,10.61,195,168,27,0.05,0,216
3588,9.87,155,135,20,0.29,1,187
3589,6.64,195,158,37,0.18,0,218
3590,8.38,287,206,81,0.05,0,288
3591,10.63,123,119,4,0.01,1,146
3592,1.1,216,187,29,0.23,0,245
3593,5.43,143,135,8,0.02,0,148
3594,10.98,203,149,54,0.04,0,226
3595,9.14,120,86,34,0.17,0,153
3596,6.97,56,48,8,0.18,0,70
3597,6.83,246,239,7,0.21,0,297
3598,4.83,114,88,26,0.12,0,128
3599,6.73,95,76,19,0.23,0,126
3600,8.21,67,60,7,0.29,0,98
3601,5.6,190,140,50,0.08,0,200
3602,8.86,202,143,59,0.21,0,220
3603,10.47,281,234,47,0.28,0,332
3604,2.7,57,48,9,0.21,0,72
3605,5.97,123,113,10,0.2,0,156
3606,5.49,209,173,36,0.07,0,216
3607,9.19,194,169,25,0.16,1,228
3608,3.75,151,138,13,0.17,0,169
3609,8.76,128,126,2,0.21,1,166
3610,10.9,128,119,9,0.3,1,174
3611,5.6,170,160,10,0.01,0,181
3612,11.02,225,189,36,0.02,0,251
3613,11.92,112,92,20,0.02,0,136
3614,3.95,89,73,16,0.22,1,106
3615,3.56,292,258,34,0.04,0,304
3616,11.45,133,117,16,0.19,0,168
3617,11.54,64,48,16,0.1,0,92
3618,3.88,148,127,21,0.14,1,162
3619,3.13,183,129,54,0.06,1,188
3620,2.77,271,236,35,0.26,0,308
3621,11.96,170,137,33,0.18,0,207
3622,2.98,112,111,1,0.28,0,137
3623,6.53,185,149,36,0.17,0,196
3624,10.64,272,203,69,0.04,1,295
3625,1.22,177,127,50,0.05,0,179
3626,7.65,161,113,48,0.3,0,193
3627,4.05,160,147,13,0.22,0,182
3628,10.76,81,68,13,0.01,1,106
3629,5.55,94,82,12,0.21,1,111
3630,8.55,171,143,28,0.12,0,194
3631,9.07,229,219,10,0.09,1,262
3632,3.44,256,191,65,0.05,0,263
3633,1.38,131,96,35,0.25,0,146
3634,5.5,62,54,8,0.02,0,90
3635,4.18,73,67,6,0.09,0,92
3636,9.9,217,208,9,0.09,0,254
3637,10.2,63,51,12,0.05,1,92
3638,6.03,269,244,25,0.15,0,300
3639,7.67,252,184,68,0.0,0,261
3640,7.65,119,96,23,0.09,0,140
3641,10.1,111,90,21,0.28,0,153
3642,6.83,169,141,28,0.09,1,187
3643,4.03,138,137,1,0.11,0,154
3644,3.92,238,172,66,0.14,0,258
3645,7.83,50,41,9,0.17,1,70
3646,5.94,266,187,79,0.24,0,293
3647,5.84,243,204,39,0.06,0,254
3648,2.0,175,138,37,0.26,0,200
3649,8.9,81,80,1,0.23,0,126
3650,4.92,190,154,36,0.22,1,212
3651,4.77,210,162,48,0.03,1,219
3652,5.54,81,63,18,0.01,0,93
3653,5.05,105,81,24,0.18,1,128
3654,7.42,201,188,13,0.26,0,247
3655,5.09,140,100,40,0.18,0,164
3656,5.94,53,38,15,0.06,0,68
3657,6.91,265,259,6,0.03,0,281
3658,3.24,72,52,20,0.21,0,81
3659,2.71,78,72,6,0.22,0,94
3660,10.92,147,117,30,0.05,1,175
3661,5.77,198,178,20,0.01,0,208
3662,5.53,79,57,22,0.12,0,104
3663,1.39,139,135,4,0.17,0,159
3664,6.48,197,168,29,0.21,0,218
3665,7.1,193,169,24,0.24,0,229
3666,7.15,116,105,11,0.18,0,137
3667,9.36,226,183,43,0.03,1,254
3668,2.95,150,145,5,0.2,0,161
3669,3.77,107,84,23,0.3,0,130
3670,9.92,281,199,82,0.27,0,328
3671,11.42,221,168,53,0.26,0,272
3672,2.5,74,55,19,0.09,0,82
3673,7.48,72,65,7,0.23,1,108
3674,3.36,285,258,27,0.26,0,330
3675,1.66,236,200,36,0.2,0,248
3676,4.58,178,176,2,0.08,0,204
3677,2.58,146,105,41,0.29,0,167
3678,8.81,192,184,8,0.14,0,233
3679,7.8,177,130,47,0.04,1,190
3680,2.58,130,127,3,0.03,0,133
3681,3.08,275,208,67,0.19,1,290
3682,9.89,258,247,11,0.13,0,303
3683,4.59,229,227,2,0.03,1,248
3684,7.67,235,185,50,0.22,0,268
3685,4.71,218,200,18,0.24,0,239
3686,7.44,221,174,47,0.22,0,261
3687,5.84,53,45,8,0.06,1,58
3688,1.96,254,246,8,0.21,0,295
3689,3.45,245,177,68,0.0,0,233
3690,3.07,184,160,24,0.09,0,196
3691,6.85,95,75,20,0.12,1,115
3692,8.24,300,255,45,0.25,0,351
3693,5.37,58,48,10,0.12,1,75
3694,1.13,264,241,23,0.0,0,263
3695,6.71,210,198,12,0.11,0,234
3696,7.66,82,69,13,0.15,0,104
3697,11.67,133,116,17,0.28,1,175
3698,7.48,181,160,21,0.28,0,222
3699,7.24,114,91,23,0.05,1,122
3700,7.31,295,234,61,0.06,0,312
3701,11.21,155,153,2,0.05,0,187
3702,10.11,83,75,8,0.24,0,121
3703,4.55,268,235,33,0.0,0,272
3704,5.14,134,131,3,0.04,1,152
3705,5.36,137,128,9,0.16,1,163
3706,7.54,256,253,3,0.07,1,283
3707,9.7,276,194,82,0.03,1,290
3708,6.54,241,188,53,0.11,0,254
3709,1.75,202,197,5,0.08,0,221
3710,9.51,104,104,0,0.15,1,133
3711,9.87,186,146,40,0.29,0,229
3712,5.61,66,58,8,0.04,1,75
3713,8.98,198,152,46,0.11,1,219
3714,5.69,237,172,65,0.28,0,280
3715,11.0,190,156,34,0.26,1,237
3716,10.3,180,170,10,0.12,0,214
3717,6.78,245,188,57,0.21,0,275
3718,8.61,53,38,15,0.03,0,73
3719,10.72,284,235,49,0.21,0,335
3720,6.45,269,214,55,0.29,0,315
3721,4.45,56,51,5,0.16,0,72
3722,9.78,75,67,8,0.15,1,99
3723,4.98,252,197,55,0.06,1,260
3724,5.27,73,53,20,0.19,0,90
3725,10.52,284,231,53,0.18,0,326
3726,9.52,59,46,13,0.2,1,85
3727,5.44,278,264,14,0.01,0,288
3728,3.36,62,59,3,0.16,0,77
3729,4.92,174,147,27,0.18,0,199
3730,4.13,221,210,11,0.06,0,241
3731,2.94,283,230,53,0.06,0,290
3732,9.69,88,81,7,0.08,1,104
3733,3.77,196,150,46,0.21,0,229
3734,6.0,228,173,55,0.18,0,253
3735,5.24,68,59,9,0.25,0,86
3736,11.8,125,119,6,0.09,0,159
3737,5.3,101,82,19,0.27,0,123
3738,3.72,263,185,78,0.22,1,282
3739,3.81,224,183,41,0.12,1,242
3740,7.5,278,276,2,0.03,0,300
3741,8.39,169,169,0,0.08,1,197
3742,6.77,207,188,19,0.29,1,238
3743,6.89,95,90,5,0.09,1,115
3744,1.59,253,192,61,0.1,0,253
3745,6.68,270,202,68,0.06,0,279
3746,6.55,198,183,15,0.24,0,237
3747,2.65,124,112,12,0.08,0,131
3748,2.14,173,161,12,0.1,0,183
3749,2.36,278,203,75,0.12,0,287
3750,3.91,97,83,14,0.13,1,108
3751,8.49,111,90,21,0.12,1,130
3752,4.77,107,94,13,0.15,1,116
3753,3.77,67,55,12,0.24,0,84
3754,2.91,157,139,18,0.25,0,178
3755,11.54,236,212,24,0.24,0,281
3756,10.4,268,217,51,0.03,0,295
3757,3.54,278,229,49,0.24,0,313
3758,4.6,97,89,8,0.04,0,103
3759,3.31,112,107,5,0.04,0,118
3760,7.43,61,55,6,0.28,1,93
3761,1.22,264,232,32,0.25,0,293
3762,9.04,83,68,15,0.17,1,108
3763,6.75,238,173,65,0.26,0,277
3764,10.89,151,150,1,0.3,0,200
3765,2.81,136,127,9,0.18,0,160
3766,9.85,230,217,13,0.18,0,271
3767,9.71,74,63,11,0.23,0,102
3768,2.4,239,209,30,0.07,0,248
3769,5.38,181,142,39,0.05,0,196
3770,2.87,271,252,19,0.23,0,307
3771,3.8,271,223,48,0.1,0,285
3772,5.37,190,140,50,0.04,1,194
3773,7.12,219,160,59,0.09,0,231
3774,6.7,98,70,28,0.11,1,120
3775,11.43,127,98,29,0.29,0,174
3776,4.14,233,170,63,0.21,1,261
3777,11.76,224,209,15,0.16,1,273
3778,3.54,185,175,10,0.29,0,221
3779,9.5,104,104,0,0.27,0,144
3780,6.05,265,209,56,0.15,1,290
3781,2.57,67,49,18,0.27,0,82
3782,10.44,84,80,4,0.12,0,115
3783,4.4,266,216,50,0.07,0,280
3784,8.93,258,201,57,0.07,1,283
3785,8.1,209,151,58,0.2,1,233
3786,6.19,297,240,57,0.15,0,329
3787,6.45,201,143,58,0.2,0,226
3788,9.05,56,51,5,0.21,0,91
3789,1.97,62,56,6,0.01,0,73
3790,9.01,175,147,28,0.02,1,189
3791,10.85,268,238,30,0.16,0,311
3792,1.64,161,161,0,0.06,0,161
3793,2.55,118,93,25,0.19,0,129
3794,9.45,149,116,33,0.17,1,181
3795,5.81,139,108,31,0.18,0,165
3796,5.44,91,82,9,0.09,0,108
3797,2.51,158,134,24,0.19,0,177
3798,6.57,208,186,22,0.25,0,243
3799,2.39,251,250,1,0.3,0,295
3800,6.24,159,133,26,0.25,0,187
3801,9.4,75,73,2,0.17,0,106
3802,5.32,263,257,6,0.06,1,290
3803,7.33,125,97,28,0.2,1,150
3804,11.93,81,81,0,0.28,1,116
3805,8.55,140,100,40,0.06,0,159
3806,10.57,274,232,42,0.08,1,307
3807,5.56,174,123,51,0.04,0,177
3808,9.45,294,289,5,0.22,0,356
3809,1.45,175,145,30,0.12,0,181
3810,2.35,101,91,10,0.02,0,103
3811,3.23,197,148,49,0.26,0,212
3812,5.42,152,136,16,0.17,0,177
3813,10.3,154,142,12,0.1,0,195
3814,4.81,217,162,55,0.1,0,231
3815,8.2,236,210,26,0.09,0,259
3816,8.8,254,253,1,0.14,0,297
3817,7.45,63,56,7,0.1,0,88
3818,6.22,221,178,43,0.16,1,252
3819,8.19,153,142,11,0.23,1,183
3820,4.76,166,145,21,0.2,0,199
3821,1.92,263,259,4,0.09,0,280
3822,11.92,259,214,45,0.16,0,310
3823,4.14,97,75,22,0.25,1,116
3824,1.8,142,125,17,0.02,0,148
3825,10.66,220,193,27,0.02,0,239
3826,4.32,193,188,5,0.17,0,225
3827,8.15,159,150,9,0.19,0,188
3828,4.62,212,203,9,0.06,0,230
3829,6.52,102,88,14,0.22,1,125
3830,3.88,211,178,33,0.19,0,234
3831,4.77,52,38,14,0.28,0,74
3832,6.7,117,115,2,0.05,1,135
3833,9.48,295,242,53,0.23,1,348
3834,6.63,182,154,28,0.03,0,194
3835,11.38,187,159,28,0.17,0,227
3836,1.46,101,75,26,0.17,0,119
3837,7.53,206,194,12,0.12,1,236
3838,7.43,145,144,1,0.25,0,182
3839,11.28,80,64,16,0.0,1,106
3840,1.54,115,104,11,0.16,0,125
3841,7.31,253,252,1,0.07,0,275
3842,10.39,140,130,10,0.22,0,190
3843,3.66,118,108,10,0.01,0,124
3844,10.64,214,175,39,0.25,0,252
3845,1.21,204,194,10,0.25,0,230
3846,9.06,136,120,16,0.25,0,175
3847,11.4,82,71,11,0.05,1,110
3848,8.23,117,101,16,0.19,0,146
3849,6.95,236,168,68,0.0,1,239
3850,1.49,241,238,3,0.25,0,277
3851,11.12,262,188,74,0.22,0,308
3852,6.17,137,114,23,0.16,0,158
3853,1.32,221,169,52,0.22,0,252
3854,9.21,144,126,18,0.03,1,171
3855,6.3,157,136,21,0.16,0,182
3856,2.37,289,213,76,0.09,0,287
3857,3.36,265,194,71,0.29,0,299
3858,1.71,226,210,16,0.26,0,261
3859,7.32,102,96,6,0.22,0,135
3860,8.6,123,105,18,0.28,1,149
3861,7.55,98,72,26,0.1,1,118
3862,9.99,162,147,15,0.27,0,204
3863,10.47,163,132,31,0.1,0,199
3864,7.77,243,192,51,0.22,0,280
3865,1.14,144,111,33,0.22,0,145
3866,8.65,240,200,40,0.01,0,257
3867,5.6,74,66,8,0.11,0,81
3868,7.22,181,129,52,0.01,0,192
3869,8.14,228,187,41,0.3,0,288
3870,4.85,188,147,41,0.04,0,203
3871,11.09,194,174,20,0.16,0,235
3872,2.47,157,126,31,0.24,0,173
3873,8.39,243,225,18,0.06,0,275
3874,3.04,247,229,18,0.15,1,273
3875,11.17,250,197,53,0.18,0,289
3876,2.24,118,100,18,0.05,0,121
3877,2.04,133,106,27,0.23,0,144
3878,6.0,206,190,16,0.09,1,229
3879,5.11,134,110,24,0.06,0,144
3880,3.36,250,217,33,0.17,0,274
3881,7.44,269,221,48,0.12,0,299
3882,6.99,168,154,14,0.28,1,204
3883,3.31,121,96,25,0.26,1,144
3884,4.52,272,207,65,0.15,0,297
3885,10.29,69,64,5,0.11,1,100
3886,9.21,76,70,6,0.1,1,106
3887,9.52,57,46,11,0.08,1,83
3888,8.68,295,234,61,0.16,0,329
3889,4.42,134,106,28,0.24,0,160
3890,2.1,110,88,22,0.09,0,124
3891,5.45,205,181,24,0.06,1,225
3892,10.15,264,233,31,0.14,0,301
3893,11.79,247,229,18,0.02,0,275
3894,6.43,52,50,2,0.21,0,73
3895,3.09,246,195,51,0.16,1,268
3896,4.26,250,244,6,0.15,1,276
3897,4.54,56,41,15,0.09,0,62
3898,8.21,237,179,58,0.27,1,281
3899,1.83,53,40,13,0.03,0,56
3900,11.49,280,204,76,0.26,1,338
3901,5.02,182,160,22,0.11,0,189
3902,11.04,188,141,47,0.26,0,232
3903,10.02,174,166,8,0.22,1,215
3904,9.31,64,64,0,0.03,0,93
3905,8.46,241,185,56,0.25,1,280
3906,7.89,275,269,6,0.2,0,319
3907,8.02,62,44,18,0.01,0,84
3908,7.92,167,134,33,0.04,0,190
3909,7.09,289,224,65,0.19,0,321
3910,11.85,56,52,4,0.2,0,91
3911,9.06,153,123,30,0.22,0,193
3912,9.55,55,55,0,0.22,0,91
3913,10.6,233,175,58,0.2,0,277
3914,4.94,113,108,5,0.23,1,136
3915,3.75,280,222,58,0.17,1,299
3916,6.31,227,212,15,0.08,0,258
3917,7.63,79,78,1,0.27,1,112
3918,10.12,71,61,10,0.01,0,91
3919,5.88,202,192,10,0.11,0,226
3920,8.14,205,161,44,0.22,1,240
3921,7.74,167,156,11,0.13,1,195
3922,1.42,133,120,13,0.01,0,134
3923,8.54,216,180,36,0.02,1,239
3924,10.11,244,224,20,0.19,0,292
3925,4.42,182,162,20,0.29,1,227
3926,7.54,242,183,59,0.17,0,277
3927,7.53,192,182,10,0.15,0,224
3928,2.81,139,136,3,0.1,0,160
3929,2.36,244,220,24,0.08,0,257
3930,11.78,217,190,27,0.01,0,255
3931,6.54,170,143,27,0.08,1,187
3932,3.5,282,251,31,0.13,0,306
3933,2.88,288,220,68,0.06,0,288
3934,8.34,155,154,1,0.03,0,177
3935,7.7,275,240,35,0.22,0,316
3936,8.08,293,260,33,0.27,0,353
3937,1.97,118,96,22,0.28,0,137
3938,10.83,144,103,41,0.19,0,165
3939,5.28,292,248,44,0.02,0,300
3940,4.45,126,89,37,0.22,0,139
3941,7.16,220,201,19,0.03,1,236
3942,6.51,50,50,0,0.2,1,78
3943,10.5,199,190,9,0.23,0,240
3944,11.22,111,98,13,0.22,0,143
3945,4.34,256,232,24,0.29,0,291
3946,10.5,203,198,5,0.22,0,249
3947,9.6,67,59,8,0.21,0,88
3948,11.24,97,88,9,0.08,0,120
3949,3.7,186,180,6,0.28,0,219
3950,7.35,50,46,4,0.05,0,71
3951,4.02,284,209,75,0.27,0,313
3952,10.42,186,170,16,0.09,1,220
3953,3.05,200,158,42,0.04,1,204
3954,7.21,156,128,28,0.25,0,191
3955,4.73,222,194,28,0.0,0,224
3956,5.9,299,278,21,0.25,1,357
3957,8.8,179,160,19,0.08,1,199
3958,10.37,191,158,33,0.27,0,233
3959,7.7,87,78,9,0.21,0,117
3960,10.38,89,84,5,0.2,0,124
3961,3.91,240,232,8,0.11,0,266
3962,6.71,131,97,34,0.02,0,141
3963,5.96,65,57,8,0.25,0,81
3964,1.13,176,143,33,0.05,0,169
3965,7.12,166,142,24,0.11,0,198
3966,8.95,142,105,37,0.18,1,169
3967,7.51,285,239,46,0.14,0,314
3968,9.1,252,216,36,0.06,0,285
3969,7.28,183,133,50,0.04,0,193
3970,1.73,52,41,11,0.04,0,56
3971,4.05,63,61,2,0.26,1,76
3972,7.56,115,109,6,0.01,0,127
3973,4.02,273,209,64,0.29,0,320
3974,3.72,144,108,36,0.06,1,160
3975,5.73,252,211,41,0.03,0,268
3976,7.99,135,113,22,0.17,1,167
3977,4.62,244,198,46,0.02,0,253
3978,8.92,163,142,21,0.18,0,193
3979,8.08,208,166,42,0.26,0,249
3980,4.66,210,204,6,0.01,0,219
3981,9.79,265,189,76,0.24,1,294
3982,8.84,178,138,40,0.12,1,209
3983,8.01,221,180,41,0.05,0,242
3984,7.09,64,58,6,0.05,0,76
3985,3.1,86,82,4,0.28,1,104
3986,9.27,204,179,25,0.03,1,231
3987,5.14,279,224,55,0.26,0,318
3988,11.37,225,183,42,0.16,0,255
3989,10.0,76,68,8,0.01,0,94
3990,8.29,285,233,52,0.14,1,325
3991,3.77,61,47,14,0.25,0,76
3992,3.24,116,116,0,0.22,0,143
3993,6.06,79,69,10,0.15,1,108
3994,6.24,145,113,32,0.26,0,171
3995,4.26,264,221,43,0.04,0,274
3996,6.66,243,196,47,0.27,0,274
3997,2.82,184,156,28,0.25,0,206
3998,11.75,83,59,24,0.21,0,120
3999,2.19,81,80,1,0.25,0,96
4000,11.25,166,142,24,0.16,0,205
4001,11.05,88,86,2,0.2,0,129
4002,7.73,145,139,6,0.17,1,179
4003,9.52,220,195,25,0.11,1,253
4004,5.8,220,210,10,0.17,0,253
4005,7.93,255,182,73,0.08,0,268
4006,4.75,180,129,51,0.13,0,189
4007,4.31,223,201,22,0.08,0,246
4008,7.36,209,169,40,0.04,0,228
4009,6.48,92,78,14,0.1,0,107
4010,7.37,277,210,67,0.26,0,319
4011,4.15,130,106,24,0.11,0,136
4012,5.04,289,289,0,0.22,0,332
4013,1.92,52,41,11,0.05,0,59
4014,1.58,298,232,66,0.13,0,310
4015,3.79,123,105,18,0.03,0,132
4016,1.82,166,122,44,0.04,0,161
4017,3.93,112,82,30,0.19,1,122
4018,10.32,160,135,25,0.18,1,200
4019,1.43,89,73,16,0.06,0,101
4020,8.25,67,47,20,0.14,0,92
4021,4.0,116,106,10,0.26,0,139
4022,10.59,152,138,14,0.05,0,186
4023,6.33,239,226,13,0.01,0,250
4024,5.75,187,137,50,0.2,1,216
4025,6.69,229,178,51,0.02,0,235
4026,6.44,250,243,7,0.29,1,299
4027,7.21,95,68,27,0.18,0,115
4028,2.26,104,82,22,0.14,0,113
4029,11.97,223,167,56,0.13,1,261
